log_id,timestamp_iso,coder_id,run_id,dictionary_version,tagset_version,export_version,igo,attribute_code_before,indicator_id_before,attribute_code_after,indicator_id_after,evidence_tier,doc_family_inferred,source_type,source_scope,article_section_page,source_uri,trigger_term,coder_action,retained_in_longfile,decision_rationale,review_note,trace_key,retrieval_set,attribute_code_final,coder_action_std,tfidf_cosine,retrieval_method,source_title_char_count,source_title_word_count,source_title_sha256,source_excerpt_char_count,source_excerpt_word_count,source_excerpt_sha256,public_text_fields_included,public_release_note
AT-P2-0001527,2025-05-16T07:42:14Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,World Tourism Organization/UN Tourism (UNWTO),SMJ,IND_SMJ_DOMAIN,SMJ,IND_SMJ_DOMAIN,Definition/Identification,Other/unclear,Unspecified (see source_title/source_uri),—,—,—,functions include,Accept,Yes,Attribute definition stored at node to standardise interpretation and prevent construct drift across IGOs.,Definition note recorded in the codebook to anchor retrieval and coding to the theory-informed construct (see Table XX).,13c001cbd7ecc9f2e238035a030c75799dc5d3ab,attributes,SMJ,ACCEPT,0.33355693409956827,regex + TF-IDF cosine (ranking),10,2,9803d2692249edfa41a9d00fe47ceb92b8d25aa31cfe39b82d195b31d4d13ace,125,15,2e08cd6a4893416c71bd8f3b10ad8aaf52d01fa7a00e1e3d6f5d45a76a55a7bf,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
AT-P2-0001528,2025-05-16T07:43:14Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,World Tourism Organization/UN Tourism (UNWTO),SMJ,IND_SMJ_DOMAIN,SMJ,IND_SMJ_DOMAIN,Explanation/Elaboration,Other/unclear,Unspecified (see source_title/source_uri),—,—,—,functions include,Accept,Yes,Narrative explanation recorded to express how the attribute manifests in the IGO using standardised wording tied to the cited substantiation excerpts.,Explanation/Elaboration text corresponds to the final matrix cell narrative; substantiation lines are recorded in linked excerpt rows under the same IGO × attribute.,ea348e263188c32f3d647b6a7ef86e06577491f8,attributes,SMJ,ACCEPT,0.0,regex + TF-IDF cosine (ranking),10,2,9803d2692249edfa41a9d00fe47ceb92b8d25aa31cfe39b82d195b31d4d13ace,429,50,e603b332ff84d5263c7d7169f68dd6b169934c1023e660f3fa9a019d6fab05b9,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
AT-P2-0001529,2025-05-16T07:44:14Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,World Tourism Organization/UN Tourism (UNWTO),SMJ,IND_SMJ_DOMAIN,SMJ,IND_SMJ_DOMAIN,Substantiation/References,Other/unclear,Unspecified (see source_title/source_uri),—,Not specified (see narrative/citations in cell text),https://www.unwto.org/about-us).,functions include,Accept,Yes,Founding text silent/dated; operational evidence sourced from official portal.,"External portal evidence: subject-matter scope identified (Not specified (see narrative/citations in cell text)); coded under SMJ (multi-domain), not as a governance theme.",f17a743a7e9ad979510861f06eacb5c77fc8089b,attributes,SMJ,ACCEPT,0.0,regex + TF-IDF cosine (ranking),10,2,9803d2692249edfa41a9d00fe47ceb92b8d25aa31cfe39b82d195b31d4d13ace,429,50,e603b332ff84d5263c7d7169f68dd6b169934c1023e660f3fa9a019d6fab05b9,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
AT-P2-0001530,2025-05-16T09:39:32Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,World Tourism Organization/UN Tourism (UNWTO),IIR,IND_IIR_RELATIONS,IIR,IND_IIR_RELATIONS,Substantiation/References,Foundational legal instrument,Agreement,—,Not specified (see narrative/citations in cell text),https://www.unwto.org/archive/global/press-release/2013-04-04/unwto-hosts-meeting-un-chief-executives-board,memorandum of understanding,Accept,Yes,Coordination reference verified in context; coded to correct coordination attribute.,Founding instrument evidence: relationship architecture noted (Not specified (see narrative/citations in cell text)); retained for IIR substantiation.,af7bc7f7e7d88e78460d63bf641a1a23d60da945,attributes,IIR,ACCEPT,0.015034199820036032,regex + TF-IDF cosine (ranking),62,9,a55a72f93b455a84e30d85937a45eddb05bb8f487e4726ab9feea66a457326b1,742,50,cfdde2960c046e63a3891817e00aa424c504c12e1f4e8fbd06e12d32afd6d383,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
AT-P2-0001531,2025-05-16T14:36:40Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,World Tourism Organization/UN Tourism (UNWTO),IIR,IND_IIR_RELATIONS,IIR,IND_IIR_RELATIONS,Substantiation/References,Foundational legal instrument,Agreement,—,Not specified (see narrative/citations in cell text),https://www.unwto.org/archive/africa/press-release/2017-07-07/unwto-hosts-presentation-unctad-report-tourism-driver-transformative-and-in,memorandum of understanding,Accept,Yes,Checked for construct fit; retained with source pointer.,Founding instrument evidence: formal cooperation reference captured (Not specified (see narrative/citations in cell text)); coded as IIR (distinct from VC/HC).,d10a65e38fb09c7f74297ca8fcf1b690bdc314a0,attributes,IIR,ACCEPT,0.016759662204174217,regex + TF-IDF cosine (ranking),62,9,a55a72f93b455a84e30d85937a45eddb05bb8f487e4726ab9feea66a457326b1,638,47,4f84bff02cc85ac8f88e57abe27d12fbf83ddd448b9f3fc60552b6d2bee71091,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
AT-P2-0001532,2025-05-16T19:33:49Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,World Tourism Organization/UN Tourism (UNWTO),HC,—,IIR,IND_IIR_RELATIONS,Substantiation/References,Foundational legal instrument,Agreement,—,Not specified (see narrative/citations in cell text),https://www.unwto.org/partnerships-in-education,memorandum of understanding,Re-tag,Yes,Machine-surfaced excerpt required re-assignment after contextual reading; coding placed under the attribute that matches the indicator definition (Table XX) and matrix narrative.,"Re-tagged from HC candidate set: excerpt evidences a formal relationship with a named counterpart (e.g., MoU/joint programme/agreement); retained under IIR.",e9176eab64d9d8c87d564a78cd85b388155790eb,attributes,IIR,RETAG,0.02261395103340863,regex + TF-IDF cosine (ranking),62,9,a55a72f93b455a84e30d85937a45eddb05bb8f487e4726ab9feea66a457326b1,455,34,5ba62eb64749152c06795663e5e8c088b7af849ac25fc1b6f9e87f6d2e45315c,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
AT-P2-0001533,2025-05-17T03:13:02Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,World Tourism Organization/UN Tourism (UNWTO),SoJ,IND_SOJ_LEGAL,SoJ,IND_SOJ_LEGAL,Definition/Identification,Foundational legal instrument,Statute/Charter,—,—,—,mandate,Accept,Yes,Attribute definition stored at node to standardise interpretation and prevent construct drift across IGOs.,Definition note recorded in the codebook to anchor retrieval and coding to the theory-informed construct (see Table XX).,5785533d18634acd6cf6e2352b45459553025df6,attributes,SoJ,ACCEPT,0.1882383021346278,regex + TF-IDF cosine (ranking),60,7,68eaeb620c96323d11cab12ce075bc9afe1f0a0a11b96d75509ae2465451016c,127,14,2939a85c1d1c64734e4346725ad6b7726f0f0cf89932d3cf852296c8277d74d7,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
AT-P2-0001534,2025-05-17T03:14:02Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,World Tourism Organization/UN Tourism (UNWTO),SoJ,IND_SOJ_LEGAL,SoJ,IND_SOJ_LEGAL,Explanation/Elaboration,Foundational legal instrument,Statute/Charter,—,—,—,mandate,Accept,Yes,Narrative explanation recorded to express how the attribute manifests in the IGO using standardised wording tied to the cited substantiation excerpts.,Explanation/Elaboration text corresponds to the final matrix cell narrative; substantiation lines are recorded in linked excerpt rows under the same IGO × attribute.,72929155b8db4be8e16d61320104506bea8f3b66,attributes,SoJ,ACCEPT,0.0077692649545204225,regex + TF-IDF cosine (ranking),60,7,68eaeb620c96323d11cab12ce075bc9afe1f0a0a11b96d75509ae2465451016c,406,50,09e7ecdd4db68c6448e6c02ed7f4c81b66414053205aa3daee25da353f98eb34,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
AT-P2-0001535,2025-05-17T03:15:02Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,World Tourism Organization/UN Tourism (UNWTO),SoJ,IND_SOJ_LEGAL,SoJ,IND_SOJ_LEGAL,Substantiation/References,Foundational legal instrument,Statute/Charter,—,Article 3,"https://webunwto.s3-eu-west-1.amazonaws.com/imported_images/51970/unwtostatuteseng.pdf),",mandate,Accept,Yes,Accepted as best available evidence within tiered source hierarchy.,Founding instrument evidence: enabling authority identified (Article 3); retained as SoJ substantiation (avoid narrative mandate drift).,18b9a66f8fc0acb83a4d0aa086f3fa4a67c03fea,attributes,SoJ,ACCEPT,0.0077692649545204225,regex + TF-IDF cosine (ranking),60,7,68eaeb620c96323d11cab12ce075bc9afe1f0a0a11b96d75509ae2465451016c,406,50,09e7ecdd4db68c6448e6c02ed7f4c81b66414053205aa3daee25da353f98eb34,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
AT-P2-0001536,2025-05-17T05:28:05Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,UN Research Institute for Social Development (UNRISD),YE,IND_YE_DATE,YE,IND_YE_DATE,Substantiation/References,Other/unclear,Unspecified (see source_title/source_uri),—,Not specified (see narrative/citations in cell text),—,established,Accept,Yes,Accepted as best available evidence within tiered source hierarchy.,Founding instrument evidence: founding year extracted (Not specified (see narrative/citations in cell text)); checked against instrument header/preamble.,9574629ac61053cef90e4b29a88018dbc37ae738,attributes,YE,ACCEPT,0.0,regex + TF-IDF cosine (ranking),47,5,485f64afbb8d29f9f867b56115eb8af2d362def58405c2efd1ebc1af4599215b,6,1,39e5dc1495a2b713cb1450a0d8d52d833751fee088cd4d09b7062b6c951db570,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
AT-P2-0001537,2025-05-17T15:22:21Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,UN Research Institute for Social Development (UNRISD),SCL,IND_SCALE_GLOBAL,SCL,IND_SCALE_GLOBAL,Substantiation/References,Other/unclear,Unspecified (see source_title/source_uri),—,Not specified (see narrative/citations in cell text),—,global,Accept,Yes,Accepted as best available evidence within tiered source hierarchy.,Founding instrument evidence: evidence of multi-basin/ABNJ remit (Not specified (see narrative/citations in cell text)); retained for Scale field.,4373a8daa1d00bec87013abb06f103fb1ab1e96e,scale_gate,SCL,ACCEPT,0.27002604662797214,regex + TF-IDF cosine (ranking),47,5,485f64afbb8d29f9f867b56115eb8af2d362def58405c2efd1ebc1af4599215b,6,1,a258b30f88c30650e73073d5bdde5cfcc6987100ae62d37789e5c46a0d85b7c6,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
AT-P2-0001538,2025-05-17T22:43:51Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,World Tourism Organization/UN Tourism (UNWTO),DO,IND_DO_OBJECTIVES,DO,IND_DO_OBJECTIVES,Definition/Identification,Foundational legal instrument,Statute/Charter,—,—,—,objective,Accept,Yes,Attribute definition stored at node to standardise interpretation and prevent construct drift across IGOs.,Definition note recorded in the codebook to anchor retrieval and coding to the theory-informed construct (see Table XX).,f69db5162bf2b4c8aabeb9e5060e8175be4ce02b,attributes,DO,ACCEPT,0.31680696694451327,regex + TF-IDF cosine (ranking),530,80,9f1fe861c754ff4b8d80cb7acbc2fef88d1b3f06fa27f04fa7c9aadceb8db06b,101,11,4ac881028336d7f114406f6a03faeeca7135e4f4bd5a105885fb966e489d9e72,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
AT-P2-0001539,2025-05-17T22:44:51Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,World Tourism Organization/UN Tourism (UNWTO),DO,IND_DO_OBJECTIVES,DO,IND_DO_OBJECTIVES,Explanation/Elaboration,Foundational legal instrument,Statute/Charter,—,—,—,objective,Accept,Yes,Narrative explanation recorded to express how the attribute manifests in the IGO using standardised wording tied to the cited substantiation excerpts.,Explanation/Elaboration text corresponds to the final matrix cell narrative; substantiation lines are recorded in linked excerpt rows under the same IGO × attribute.,5a8a86550210c26269481deae5cad959952d6c43,attributes,DO,ACCEPT,0.03473319266112125,regex + TF-IDF cosine (ranking),530,80,9f1fe861c754ff4b8d80cb7acbc2fef88d1b3f06fa27f04fa7c9aadceb8db06b,323,50,00b693f4635f2a1e8991dc75580f5d09afdf6f6b3878c4b033c9ca84d2748033,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
AT-P2-0001540,2025-05-17T22:45:51Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,World Tourism Organization/UN Tourism (UNWTO),DO,IND_DO_OBJECTIVES,DO,IND_DO_OBJECTIVES,Substantiation/References,Foundational legal instrument,Statute/Charter,—,Article 3,https://www.unwto.org/our-focus).,objective,Accept,Yes,Relevant to indicator; retained after contextual read-through.,Founding instrument evidence: institutional purpose articulated (Article 3); coded under DO (distinct from STR).,841d353519a023e66ac86d8225b260f5c823ae99,attributes,DO,ACCEPT,0.03473319266112125,regex + TF-IDF cosine (ranking),530,80,9f1fe861c754ff4b8d80cb7acbc2fef88d1b3f06fa27f04fa7c9aadceb8db06b,323,50,00b693f4635f2a1e8991dc75580f5d09afdf6f6b3878c4b033c9ca84d2748033,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
AT-P2-0001541,2025-05-18T01:16:38Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,UN Research Institute for Social Development (UNRISD),SoJ,IND_SOJ_LEGAL,SoJ,IND_SOJ_LEGAL,Substantiation/References,Foundational legal instrument,Statute/Charter,—,Article s,https://documents.un.org/doc/undoc/gen/n63/166/83/pdf/n6316683.pdf?token=yYyPtTVGKo5T95bmTP&fe=true,mandate,Accept,Yes,Relevant to indicator; retained after contextual read-through.,Founding instrument evidence: enabling authority identified (Article s); retained as SoJ substantiation (avoid narrative mandate drift).,5537fb0147a616a704f31af0f1f00b96753c6640,attributes,SoJ,ACCEPT,0.0074738012564023555,regex + TF-IDF cosine (ranking),37,4,80e0589c6c22b0321e61736ed518cd8ffe017527528778b00c7461f658eb97d7,468,50,5a01d4ba351374b144fa3b5f7f0c4252ae7a4eb4fe6402a080e91fb9da38854a,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
AT-P2-0001542,2025-05-18T06:13:46Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,UN Research Institute for Social Development (UNRISD),SoJ,IND_SOJ_LEGAL,SoJ,IND_SOJ_LEGAL,Substantiation/References,Foundational legal instrument,Statute/Charter,—,Article s,https://www.unrisd.org/en/about/our-team,mandate,Accept,Yes,Checked for construct fit; retained with source pointer.,Founding instrument evidence: legal basis clause captured (Article s); coded as SoJ with citation anchor where available.,020d42e0324c7d673a99c6b17a7fad0d11320e03,attributes,SoJ,ACCEPT,0.009061320319910046,regex + TF-IDF cosine (ranking),37,4,80e0589c6c22b0321e61736ed518cd8ffe017527528778b00c7461f658eb97d7,398,50,97ff6efafd1e1cb425de0edd898345a7a8077beaffc09fbdc3c051f56b4058d0,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
AT-P2-0001543,2025-05-18T11:10:54Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,UN Research Institute for Social Development (UNRISD),SoJ,IND_SOJ_LEGAL,SoJ,IND_SOJ_LEGAL,Substantiation/References,Foundational legal instrument,Statute/Charter,—,Article s,https://www.unrisd.org/en/research/projects/2030-agenda-for-sustainable-development,mandate,Accept,Yes,Accepted as best available evidence within tiered source hierarchy.,Founding instrument evidence: enabling authority identified (Article s); retained as SoJ substantiation (avoid narrative mandate drift).,5e9ba301625e3f04f7a4a38c5454c21090c20d0f,attributes,SoJ,ACCEPT,0.01667737280592257,regex + TF-IDF cosine (ranking),37,4,80e0589c6c22b0321e61736ed518cd8ffe017527528778b00c7461f658eb97d7,621,50,e17853a610fe7159d673ee4281f3ec96e309754b85d5a04d65540040b2c3cf70,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
AT-P2-0001544,2025-05-18T16:08:02Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,UN Research Institute for Social Development (UNRISD),SoJ,IND_SOJ_LEGAL,SoJ,IND_SOJ_LEGAL,Substantiation/References,Foundational legal instrument,Statute/Charter,—,Article s,https://cdn.unrisd.org/assets/legacy-files/301-info-files/ED0B565D0ADD38A1C125804F00333F7E/Flagship2016_Ch5.pdf,mandate,Accept,Yes,Meets indicator definition; provenance captured for reconstruction.,Founding instrument evidence: enabling authority identified (Article s); retained as SoJ substantiation (avoid narrative mandate drift).,b177cf7f6526530276ff0d580c6eb7717f4d890c,attributes,SoJ,ACCEPT,0.016790717600758304,regex + TF-IDF cosine (ranking),37,4,80e0589c6c22b0321e61736ed518cd8ffe017527528778b00c7461f658eb97d7,593,46,1954da289ab73f0c9f2a8596d21136449c1c3bcbf1c4c7c2d4c66aa27aac4841,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
AT-P2-0001545,2025-05-18T18:14:39Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,World Tourism Organization/UN Tourism (UNWTO),STR,IND_STR_INSTRUMENTS,STR,IND_STR_INSTRUMENTS,Definition/Identification,Strategic/operational material,Strategic/operational document,—,—,—,strategic plan,Accept,Yes,Attribute definition stored at node to standardise interpretation and prevent construct drift across IGOs.,Definition note recorded in the codebook to anchor retrieval and coding to the theory-informed construct (see Table XX).,347178e258e14e4ac69bfa079631cfd181945af7,attributes,STR,ACCEPT,0.18580855413389127,regex + TF-IDF cosine (ranking),16,2,b7e309dcf21ff7c34b9ee5e050050f796a3e839f72b58bc1e8acbbb4d247608f,134,16,babe1e1e9bb61727e47175a274497a98de8b1edfd10fab91eb6e6f8a4c946609,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
AT-P2-0001546,2025-05-18T18:15:39Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,World Tourism Organization/UN Tourism (UNWTO),STR,IND_STR_INSTRUMENTS,STR,IND_STR_INSTRUMENTS,Explanation/Elaboration,Strategic/operational material,Strategic/operational document,—,—,—,strategic plan,Accept,Yes,Narrative explanation recorded to express how the attribute manifests in the IGO using standardised wording tied to the cited substantiation excerpts.,Explanation/Elaboration text corresponds to the final matrix cell narrative; substantiation lines are recorded in linked excerpt rows under the same IGO × attribute.,157b1f41188de7537e4101e7ce972408004afdef,attributes,STR,ACCEPT,0.03352500843544483,regex + TF-IDF cosine (ranking),16,2,b7e309dcf21ff7c34b9ee5e050050f796a3e839f72b58bc1e8acbbb4d247608f,377,50,9bc4c574d066e3d5093763a73390f2e415bfc116b517d4f5aee22343b216fa68,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
AT-P2-0001547,2025-05-18T18:16:39Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,World Tourism Organization/UN Tourism (UNWTO),STR,IND_STR_INSTRUMENTS,STR,IND_STR_INSTRUMENTS,Substantiation/References,Strategic/operational material,Strategic/operational document,—,Not specified (see narrative/citations in cell text),https://www.unwto.org/UNWTO-strategy).,strategic plan,Accept,Yes,Relevant to indicator; retained after contextual read-through.,"Strategic/operational evidence: strategy/implementation language captured (Not specified (see narrative/citations in cell text)); retained under STR, tagged 'capacity/finance'.",63abcf09413a4b4866c6315cc77c372f54c0788a,attributes,STR,ACCEPT,0.03352500843544483,regex + TF-IDF cosine (ranking),16,2,b7e309dcf21ff7c34b9ee5e050050f796a3e839f72b58bc1e8acbbb4d247608f,377,50,9bc4c574d066e3d5093763a73390f2e415bfc116b517d4f5aee22343b216fa68,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
AT-P2-0001548,2025-05-18T21:05:10Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,UN Research Institute for Social Development (UNRISD),SoJ,IND_SOJ_LEGAL,SoJ,IND_SOJ_LEGAL,Substantiation/References,Foundational legal instrument,Statute/Charter,—,Article s,https://sustainabledevelopment.un.org/content/documents/2051AAAA_Outcome.pdf,mandate,Accept,Yes,Relevant to indicator; retained after contextual read-through.,Founding instrument evidence: jurisdictional source located (Article s); used to populate SoJ with traceable citation.,3972c1077c8a11d16053173d006ff566455bfe95,attributes,SoJ,ACCEPT,0.017883106494818668,regex + TF-IDF cosine (ranking),37,4,80e0589c6c22b0321e61736ed518cd8ffe017527528778b00c7461f658eb97d7,512,35,1ad09b73d6c21d955a34253c83ae1eac31be86ef7bd4f250f9a321eae9001323,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
AT-P2-0001549,2025-05-19T06:59:27Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,UN Research Institute for Social Development (UNRISD),DO,IND_DO_OBJECTIVES,DO,IND_DO_OBJECTIVES,Substantiation/References,Foundational legal instrument,Statute/Charter,—,Article 1,https://documents.un.org/doc/undoc/gen/n63/166/83/pdf/n6316683.pdf?token=yYyPtTVGKo5T95bmTP&fe=true,objective,Accept,Yes,Checked for construct fit; retained with source pointer.,Founding instrument evidence: objectives/mission statement captured (Article 1); retained for DO substantiation.,ce639f28c606d694cb9baf61c8b245977c1dc27e,attributes,DO,ACCEPT,0.013522678834451955,regex + TF-IDF cosine (ranking),37,4,80e0589c6c22b0321e61736ed518cd8ffe017527528778b00c7461f658eb97d7,459,50,5d0a70c4787b457d847cb2db90628bc7462124ca6c58e5091ba76fb2a74fd4cc,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
AT-P2-0001550,2025-05-19T13:45:27Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,UN Research Institute for Social Development (UNRISD),YE,IND_YE_DATE,YE,IND_YE_DATE,Definition/Identification,Other/unclear,Unspecified (see source_title/source_uri),—,—,—,established,Accept,Yes,Attribute definition stored at node to standardise interpretation and prevent construct drift across IGOs.,Definition note recorded in the codebook to anchor retrieval and coding to the theory-informed construct (see Table XX).,f7fad33aac9b7246c290f0bc8ad0138ecc880293,attributes,YE,ACCEPT,0.18650937291160458,regex + TF-IDF cosine (ranking),25,4,2f94bc2188808d03562f37d25d93c9442dfbe2a7dfc36fda87880056227d4dc7,99,9,25b44bda7a426572872a93620649546fac0410efff47d0d56e16bf54583ea1c6,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
AT-P2-0001551,2025-05-19T13:46:27Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,UN Research Institute for Social Development (UNRISD),YE,IND_YE_DATE,YE,IND_YE_DATE,Explanation/Elaboration,Other/unclear,Unspecified (see source_title/source_uri),—,—,—,established,Accept,Yes,Narrative explanation recorded to express how the attribute manifests in the IGO using standardised wording tied to the cited substantiation excerpts.,Explanation/Elaboration text corresponds to the final matrix cell narrative; substantiation lines are recorded in linked excerpt rows under the same IGO × attribute.,c6bb3af78f60d4ceb3eb9d49f0d106ccc782c04b,attributes,YE,ACCEPT,0.0,regex + TF-IDF cosine (ranking),25,4,2f94bc2188808d03562f37d25d93c9442dfbe2a7dfc36fda87880056227d4dc7,6,1,39e5dc1495a2b713cb1450a0d8d52d833751fee088cd4d09b7062b6c951db570,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
AT-P2-0001552,2025-05-19T13:47:27Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,UN Research Institute for Social Development (UNRISD),YE,IND_YE_DATE,YE,IND_YE_DATE,Substantiation/References,Other/unclear,Unspecified (see source_title/source_uri),—,Not specified (see narrative/citations in cell text),—,established,Accept,Yes,Meets indicator definition; provenance captured for reconstruction.,Founding instrument evidence: founding year extracted (Not specified (see narrative/citations in cell text)); checked against instrument header/preamble.,23a050a120a6b62487ab9bcf75c765d427a57129,attributes,YE,ACCEPT,0.0,regex + TF-IDF cosine (ranking),25,4,2f94bc2188808d03562f37d25d93c9442dfbe2a7dfc36fda87880056227d4dc7,6,1,39e5dc1495a2b713cb1450a0d8d52d833751fee088cd4d09b7062b6c951db570,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
AT-P2-0001553,2025-05-19T16:53:43Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,UN Research Institute for Social Development (UNRISD),STR,IND_STR_INSTRUMENTS,STR,IND_STR_INSTRUMENTS,Substantiation/References,Strategic/operational material,Strategic/operational document,—,Not specified (see narrative/citations in cell text),https://cdn.unrisd.org/assets/legacy-files/301-info-files/4A1D94EBE95DA31A802586D8004198E8/UNRISD-Strategy-2021-2025.pdf,strategic plan,Accept,Yes,Relevant to indicator; retained after contextual read-through.,"Strategic/operational evidence: strategy/implementation language captured (Not specified (see narrative/citations in cell text)); retained under STR, tagged 'mixed strategy references'.",b4f4302448292930cfa462d27d25c4342c25fc20,attributes,STR,ACCEPT,0.052496970498447294,regex + TF-IDF cosine (ranking),25,4,a32306a7ba7ba9617d4dd68310394860c148b798fccc7da810a9c7cd85a932eb,489,50,48981ead23a04842de2698bdb97b2bfbd3b855ff08ba1172c421fe4aa32e32ec,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
